Year_Month,Card_type,Line,Trip
Jul-2024,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,3788
Jul-2024,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,287
Jul-2024,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,463
Jul-2024,Sgl Trip Ferry Child/Youth,F7 Double Bay,77
Jul-2024,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,248
Jul-2024,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,918
Jul-2024,UNKNOWN,F1 Manly,1
Jul-2025,Adult,118F Newcastle,6498
Jul-2025,Adult,F1 Manly,73015
Jul-2025,Adult,F10 Blackwattle Bay,0
Jul-2025,Adult,F2 Taronga Zoo,32381
Jul-2025,Adult,F3 Parramatta River,49611
Jul-2025,Adult,F4 Pyrmont Bay,50224
Jul-2025,Adult,F5 Neutral Bay,10354
Jul-2025,Adult,F6 Mosman Bay,10609
Jul-2025,Adult,F7 Double Bay,3049
Jul-2025,Adult,F8 Cockatoo Island,9445
Jul-2025,Adult,F9 Watsons Bay,29206
Jul-2025,Adult,MFF Manly Fast Ferry,58266
Jul-2025,CTP,118F Newcastle,18543
Jul-2025,CTP,F1 Manly,152686
Jul-2025,CTP,F10 Blackwattle Bay,0
Jul-2025,CTP,F2 Taronga Zoo,66245
Jul-2025,CTP,F3 Parramatta River,81600
Jul-2025,CTP,F4 Pyrmont Bay,110090
Jul-2025,CTP,F5 Neutral Bay,23353
Jul-2025,CTP,F6 Mosman Bay,24861
Jul-2025,CTP,F7 Double Bay,12169
Jul-2025,CTP,F8 Cockatoo Island,19596
Jul-2025,CTP,F9 Watsons Bay,70154
Jul-2025,CTP,MFF Manly Fast Ferry,152220
Jul-2025,Child/Youth,118F Newcastle,2655
Jul-2025,Child/Youth,F1 Manly,22834
Jul-2025,Child/Youth,F10 Blackwattle Bay,0
Jul-2025,Child/Youth,F2 Taronga Zoo,17210
Jul-2025,Child/Youth,F3 Parramatta River,15389
Jul-2025,Child/Youth,F4 Pyrmont Bay,27140
Jul-2025,Child/Youth,F5 Neutral Bay,1742
Jul-2025,Child/Youth,F6 Mosman Bay,1960
Jul-2025,Child/Youth,F7 Double Bay,864
Jul-2025,Child/Youth,F8 Cockatoo Island,2923
Jul-2025,Child/Youth,F9 Watsons Bay,8274
Jul-2025,Child/Youth,MFF Manly Fast Ferry,10783
Jul-2025,Concession,118F Newcastle,458
Jul-2025,Concession,F1 Manly,4062
Jul-2025,Concession,F10 Blackwattle Bay,0
Jul-2025,Concession,F2 Taronga Zoo,1752
Jul-2025,Concession,F3 Parramatta River,2460
Jul-2025,Concession,F4 Pyrmont Bay,2732
Jul-2025,Concession,F5 Neutral Bay,911
Jul-2025,Concession,F6 Mosman Bay,951
Jul-2025,Concession,F7 Double Bay,149
Jul-2025,Concession,F8 Cockatoo Island,935
Jul-2025,Concession,F9 Watsons Bay,1556
Jul-2025,Concession,MFF Manly Fast Ferry,3826
Jul-2025,Day Pass Child/Youth w/o SAF,F1 Manly,3
Jul-2025,Day Pass Child/Youth w/o SAF,F2 Taronga Zoo,63
Jul-2025,Day Pass Child/Youth w/o SAF,F3 Parramatta River,38
Jul-2025,Day Pass Child/Youth w/o SAF,F4 Pyrmont Bay,1
Jul-2025,Day Pass Child/Youth w/o SAF,F5 Neutral Bay,0
Jul-2025,Day Pass Child/Youth w/o SAF,F6 Mosman Bay,0
Jul-2025,Day Pass Child/Youth w/o SAF,F7 Double Bay,0
Jul-2025,Day Pass Child/Youth w/o SAF,F8 Cockatoo Island,37
Jul-2025,Day Pass Child/Youth w/o SAF,F9 Watsons Bay,0
Jul-2025,Day Pass without SAF,118F Newcastle,1
Jul-2025,Day Pass without SAF,F1 Manly,12
Jul-2025,Day Pass without SAF,F2 Taronga Zoo,11
Jul-2025,Day Pass without SAF,F3 Parramatta River,6
Jul-2025,Day Pass without SAF,F8 Cockatoo Island,7
Jul-2025,Day Pass without SAF,MFF Manly Fast Ferry,9
Jul-2025,Employee,118F Newcastle,304
Jul-2025,Employee,F1 Manly,1063
Jul-2025,Employee,F10 Blackwattle Bay,0
Jul-2025,Employee,F2 Taronga Zoo,266
Jul-2025,Employee,F3 Parramatta River,874
Jul-2025,Employee,F4 Pyrmont Bay,582
Jul-2025,Employee,F5 Neutral Bay,119
Jul-2025,Employee,F6 Mosman Bay,197
Jul-2025,Employee,F7 Double Bay,33
Jul-2025,Employee,F8 Cockatoo Island,149
Jul-2025,Employee,F9 Watsons Bay,308
Jul-2025,Employee,MFF Manly Fast Ferry,626
Jul-2025,Free Travel,118F Newcastle,298
Jul-2025,Free Travel,F1 Manly,380
Jul-2025,Free Travel,F10 Blackwattle Bay,0
Jul-2025,Free Travel,F2 Taronga Zoo,101
Jul-2025,Free Travel,F3 Parramatta River,257
Jul-2025,Free Travel,F4 Pyrmont Bay,223
Jul-2025,Free Travel,F5 Neutral Bay,65
Jul-2025,Free Travel,F6 Mosman Bay,127
Jul-2025,Free Travel,F7 Double Bay,9
Jul-2025,Free Travel,F8 Cockatoo Island,102
Jul-2025,Free Travel,F9 Watsons Bay,115
Jul-2025,Free Travel,MFF Manly Fast Ferry,207
Jul-2025,School Student,118F Newcastle,127
Jul-2025,School Student,F1 Manly,553
Jul-2025,School Student,F10 Blackwattle Bay,0
Jul-2025,School Student,F2 Taronga Zoo,248
Jul-2025,School Student,F3 Parramatta River,1001
Jul-2025,School Student,F4 Pyrmont Bay,749
Jul-2025,School Student,F5 Neutral Bay,88
Jul-2025,School Student,F6 Mosman Bay,118
Jul-2025,School Student,F7 Double Bay,33
Jul-2025,School Student,F8 Cockatoo Island,391
Jul-2025,School Student,F9 Watsons Bay,215
Jul-2025,School Student,MFF Manly Fast Ferry,629
Jul-2025,Senior/Pensioner,118F Newcastle,9330
Jul-2025,Senior/Pensioner,F1 Manly,38985
Jul-2025,Senior/Pensioner,F10 Blackwattle Bay,0
Jul-2025,Senior/Pensioner,F2 Taronga Zoo,7925
Jul-2025,Senior/Pensioner,F3 Parramatta River,29104
Jul-2025,Senior/Pensioner,F4 Pyrmont Bay,25450
Jul-2025,Senior/Pensioner,F5 Neutral Bay,8253
Jul-2025,Senior/Pensioner,F6 Mosman Bay,9163
Jul-2025,Senior/Pensioner,F7 Double Bay,3104
Jul-2025,Senior/Pensioner,F8 Cockatoo Island,7537
Jul-2025,Senior/Pensioner,F9 Watsons Bay,16652
Jul-2025,Senior/Pensioner,MFF Manly Fast Ferry,18984
Jul-2025,Sgl Trip Ferry Adult,F1 Manly,5875
Jul-2025,Sgl Trip Ferry Adult,F10 Blackwattle Bay,0
Jul-2025,Sgl Trip Ferry Adult,F2 Taronga Zoo,4042
Jul-2025,Sgl Trip Ferry Adult,F3 Parramatta River,5548
Jul-2025,Sgl Trip Ferry Adult,F4 Pyrmont Bay,4111
Jul-2025,Sgl Trip Ferry Adult,F5 Neutral Bay,355
Jul-2025,Sgl Trip Ferry Adult,F6 Mosman Bay,347
Jul-2025,Sgl Trip Ferry Adult,F7 Double Bay,110
Jul-2025,Sgl Trip Ferry Adult,F8 Cockatoo Island,308
Jul-2025,Sgl Trip Ferry Adult,F9 Watsons Bay,1244
Jul-2025,Sgl Trip Ferry Adult,MFF Manly Fast Ferry,2056
Jul-2025,Sgl Trip Ferry Child/Youth,F1 Manly,4882
Jul-2025,Sgl Trip Ferry Child/Youth,F10 Blackwattle Bay,0
Jul-2025,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,3107
Jul-2025,Sgl Trip Ferry Child/Youth,F3 Parramatta River,2526
Jul-2025,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,3699
Jul-2025,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,266
Jul-2025,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,375
Jul-2025,Sgl Trip Ferry Child/Youth,F7 Double Bay,76
Jul-2025,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,295
Jul-2025,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,988
Jul-2025,Sgl Trip Ferry Child/Youth,MFF Manly Fast Ferry,1779
Jun-2024,Adult,118F Newcastle,5847
Jun-2024,Adult,F1 Manly,129278
Jun-2024,Adult,F10 Blackwattle Bay,0
Jun-2024,Adult,F2 Taronga Zoo,27516
Jun-2024,Adult,F3 Parramatta River,50815
Jun-2024,Adult,F4 Pyrmont Bay,58209
Jun-2024,Adult,F5 Neutral Bay,9388
Jun-2024,Adult,F6 Mosman Bay,11972
Jun-2024,Adult,F7 Double Bay,3362
Jun-2024,Adult,F8 Cockatoo Island,8845
Jun-2024,Adult,F9 Watsons Bay,25894
Jun-2024,CTP,118F Newcastle,13849
Jun-2024,CTP,F1 Manly,244303
Jun-2024,CTP,F10 Blackwattle Bay,0
Jun-2024,CTP,F2 Taronga Zoo,48495
Jun-2024,CTP,F3 Parramatta River,73480
Jun-2024,CTP,F4 Pyrmont Bay,106989
Jun-2024,CTP,F5 Neutral Bay,18969
Jun-2024,CTP,F6 Mosman Bay,22548
Jun-2024,CTP,F7 Double Bay,9496
Jun-2024,CTP,F8 Cockatoo Island,15288
Jun-2024,CTP,F9 Watsons Bay,58527
Jun-2024,Child/Youth,118F Newcastle,884
Jun-2024,Child/Youth,F1 Manly,19387
Jun-2024,Child/Youth,F10 Blackwattle Bay,0
Jun-2024,Child/Youth,F2 Taronga Zoo,8566
Jun-2024,Child/Youth,F3 Parramatta River,8993
Jun-2024,Child/Youth,F4 Pyrmont Bay,18481
Jun-2024,Child/Youth,F5 Neutral Bay,1092
Jun-2024,Child/Youth,F6 Mosman Bay,1649
Jun-2024,Child/Youth,F7 Double Bay,460
Jun-2024,Child/Youth,F8 Cockatoo Island,2311
Jun-2024,Child/Youth,F9 Watsons Bay,4197
Jun-2024,Concession,118F Newcastle,748
Jun-2024,Concession,F1 Manly,7862
Jun-2024,Concession,F10 Blackwattle Bay,0
Jun-2024,Concession,F2 Taronga Zoo,1310
Jun-2024,Concession,F3 Parramatta River,2938
Jun-2024,Concession,F4 Pyrmont Bay,3481
Jun-2024,Concession,F5 Neutral Bay,693
Jun-2024,Concession,F6 Mosman Bay,953
Jun-2024,Concession,F7 Double Bay,167
Jun-2024,Concession,F8 Cockatoo Island,607
Jun-2024,Concession,F9 Watsons Bay,1211
Jun-2024,Day Pass Child/Youth w/o SAF,F1 Manly,5
Jun-2024,Day Pass Child/Youth w/o SAF,F2 Taronga Zoo,0
Jun-2024,Day Pass Child/Youth w/o SAF,F3 Parramatta River,13
Jun-2024,Day Pass Child/Youth w/o SAF,F4 Pyrmont Bay,93
Jun-2024,Day Pass Child/Youth w/o SAF,F5 Neutral Bay,0
Jun-2024,Day Pass Child/Youth w/o SAF,F6 Mosman Bay,0
Jun-2024,Day Pass Child/Youth w/o SAF,F7 Double Bay,0
Jun-2024,Day Pass Child/Youth w/o SAF,F8 Cockatoo Island,0
Jun-2024,Day Pass Child/Youth w/o SAF,F9 Watsons Bay,0
Jun-2024,Day Pass without SAF,118F Newcastle,3
Jun-2024,Day Pass without SAF,F1 Manly,25
Jun-2024,Day Pass without SAF,F2 Taronga Zoo,1
Jun-2024,Day Pass without SAF,F3 Parramatta River,3
Jun-2024,Day Pass without SAF,F4 Pyrmont Bay,12
Jun-2024,Day Pass without SAF,F5 Neutral Bay,0
Jun-2024,Day Pass without SAF,F6 Mosman Bay,0
Jun-2024,Day Pass without SAF,F7 Double Bay,0
Jun-2024,Day Pass without SAF,F8 Cockatoo Island,0
Jun-2024,Day Pass without SAF,F9 Watsons Bay,0
Jun-2024,Employee,118F Newcastle,231
Jun-2024,Employee,F1 Manly,1498
Jun-2024,Employee,F10 Blackwattle Bay,0
Jun-2024,Employee,F2 Taronga Zoo,213
Jun-2024,Employee,F3 Parramatta River,712
Jun-2024,Employee,F4 Pyrmont Bay,774
Jun-2024,Employee,F5 Neutral Bay,164
Jun-2024,Employee,F6 Mosman Bay,171
Jun-2024,Employee,F7 Double Bay,14
Jun-2024,Employee,F8 Cockatoo Island,109
Jun-2024,Employee,F9 Watsons Bay,226
Jun-2024,Free Travel,118F Newcastle,297
Jun-2024,Free Travel,F1 Manly,521
Jun-2024,Free Travel,F10 Blackwattle Bay,0
Jun-2024,Free Travel,F2 Taronga Zoo,63
Jun-2024,Free Travel,F3 Parramatta River,210
Jun-2024,Free Travel,F4 Pyrmont Bay,219
Jun-2024,Free Travel,F5 Neutral Bay,79
Jun-2024,Free Travel,F6 Mosman Bay,94
Jun-2024,Free Travel,F7 Double Bay,8
Jun-2024,Free Travel,F8 Cockatoo Island,55
Jun-2024,Free Travel,F9 Watsons Bay,76
Jun-2024,School Student,118F Newcastle,271
Jun-2024,School Student,F1 Manly,2217
Jun-2024,School Student,F10 Blackwattle Bay,0
Jun-2024,School Student,F2 Taronga Zoo,481
Jun-2024,School Student,F3 Parramatta River,2753
Jun-2024,School Student,F4 Pyrmont Bay,1936
Jun-2024,School Student,F5 Neutral Bay,138
Jun-2024,School Student,F6 Mosman Bay,330
Jun-2024,School Student,F7 Double Bay,91
Jun-2024,School Student,F8 Cockatoo Island,529
Jun-2024,School Student,F9 Watsons Bay,478
Jun-2024,Senior/Pensioner,118F Newcastle,8389
Jun-2024,Senior/Pensioner,F1 Manly,52408
Jun-2024,Senior/Pensioner,F10 Blackwattle Bay,0
Jun-2024,Senior/Pensioner,F2 Taronga Zoo,6797
Jun-2024,Senior/Pensioner,F3 Parramatta River,25993
Jun-2024,Senior/Pensioner,F4 Pyrmont Bay,27306
Jun-2024,Senior/Pensioner,F5 Neutral Bay,7350
Jun-2024,Senior/Pensioner,F6 Mosman Bay,10509
Jun-2024,Senior/Pensioner,F7 Double Bay,2849
Jun-2024,Senior/Pensioner,F8 Cockatoo Island,6457
Jun-2024,Senior/Pensioner,F9 Watsons Bay,14041
Jun-2024,Sgl Trip Ferry Adult,F1 Manly,6339
Jun-2024,Sgl Trip Ferry Adult,F10 Blackwattle Bay,0
Jun-2024,Sgl Trip Ferry Adult,F2 Taronga Zoo,3220
Jun-2024,Sgl Trip Ferry Adult,F3 Parramatta River,3099
Jun-2024,Sgl Trip Ferry Adult,F4 Pyrmont Bay,4080
Jun-2024,Sgl Trip Ferry Adult,F5 Neutral Bay,299
Jun-2024,Sgl Trip Ferry Adult,F6 Mosman Bay,432
Jun-2024,Sgl Trip Ferry Adult,F7 Double Bay,105
Jun-2024,Sgl Trip Ferry Adult,F8 Cockatoo Island,209
Jun-2024,Sgl Trip Ferry Adult,F9 Watsons Bay,1056
Jun-2024,Sgl Trip Ferry Child/Youth,F1 Manly,3872
Jun-2024,Sgl Trip Ferry Child/Youth,F10 Blackwattle Bay,0
Jun-2024,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,2157
Jun-2024,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1152
Jun-2024,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,2800
Jun-2024,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,195
Jun-2024,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,310
Jun-2024,Sgl Trip Ferry Child/Youth,F7 Double Bay,52
Jun-2024,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,148
Jun-2024,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,563
Jun-2025,Adult,118F Newcastle,5304
Jun-2025,Adult,F1 Manly,67251
Jun-2025,Adult,F10 Blackwattle Bay,0
Jun-2025,Adult,F2 Taronga Zoo,25432
Jun-2025,Adult,F3 Parramatta River,46458
Jun-2025,Adult,F4 Pyrmont Bay,55040
Jun-2025,Adult,F5 Neutral Bay,8732
Jun-2025,Adult,F6 Mosman Bay,10184
Jun-2025,Adult,F7 Double Bay,2899
Jun-2025,Adult,F8 Cockatoo Island,8299
Jun-2025,Adult,F9 Watsons Bay,26454
Jun-2025,Adult,MFF Manly Fast Ferry,53701
Jun-2025,CTP,118F Newcastle,15498
Jun-2025,CTP,F1 Manly,143484
Jun-2025,CTP,F10 Blackwattle Bay,0
Jun-2025,CTP,F2 Taronga Zoo,58061
Jun-2025,CTP,F3 Parramatta River,80513
Jun-2025,CTP,F4 Pyrmont Bay,125435
Jun-2025,CTP,F5 Neutral Bay,21331
Jun-2025,CTP,F6 Mosman Bay,25172
Jun-2025,CTP,F7 Double Bay,12195
Jun-2025,CTP,F8 Cockatoo Island,17913
Jun-2025,CTP,F9 Watsons Bay,68059
Jun-2025,CTP,MFF Manly Fast Ferry,141244
Jun-2025,Child/Youth,118F Newcastle,880
Jun-2025,Child/Youth,F1 Manly,11510
Jun-2025,Child/Youth,F10 Blackwattle Bay,0
Jun-2025,Child/Youth,F2 Taronga Zoo,8235
Jun-2025,Child/Youth,F3 Parramatta River,8820
Jun-2025,Child/Youth,F4 Pyrmont Bay,19028
Jun-2025,Child/Youth,F5 Neutral Bay,914
Jun-2025,Child/Youth,F6 Mosman Bay,1254
Jun-2025,Child/Youth,F7 Double Bay,593
Jun-2025,Child/Youth,F8 Cockatoo Island,2479
Jun-2025,Child/Youth,F9 Watsons Bay,4014
Jun-2025,Child/Youth,MFF Manly Fast Ferry,5645
Jun-2025,Concession,118F Newcastle,415
Jun-2025,Concession,F1 Manly,4379
Jun-2025,Concession,F10 Blackwattle Bay,0
Jun-2025,Concession,F2 Taronga Zoo,1445
Jun-2025,Concession,F3 Parramatta River,2735
Jun-2025,Concession,F4 Pyrmont Bay,3959
Jun-2025,Concession,F5 Neutral Bay,863
Jun-2025,Concession,F6 Mosman Bay,1107
Jun-2025,Concession,F7 Double Bay,173
Jun-2025,Concession,F8 Cockatoo Island,784
Jun-2025,Concession,F9 Watsons Bay,1482
Jun-2025,Concession,MFF Manly Fast Ferry,4142
Jun-2025,Day Pass Child/Youth w/o SAF,F2 Taronga Zoo,0
Jun-2025,Day Pass Child/Youth w/o SAF,F3 Parramatta River,28
Jun-2025,Day Pass Child/Youth w/o SAF,F4 Pyrmont Bay,15
Jun-2025,Day Pass Child/Youth w/o SAF,F5 Neutral Bay,0
Jun-2025,Day Pass Child/Youth w/o SAF,F6 Mosman Bay,0
Jun-2025,Day Pass Child/Youth w/o SAF,F7 Double Bay,0
Jun-2025,Day Pass Child/Youth w/o SAF,F8 Cockatoo Island,7
Jun-2025,Day Pass Child/Youth w/o SAF,F9 Watsons Bay,0
Jun-2025,Day Pass without SAF,F1 Manly,10
Jun-2025,Day Pass without SAF,F2 Taronga Zoo,2
Jun-2025,Day Pass without SAF,F3 Parramatta River,4
Jun-2025,Day Pass without SAF,F4 Pyrmont Bay,9
Jun-2025,Day Pass without SAF,F5 Neutral Bay,0
Jun-2025,Day Pass without SAF,F6 Mosman Bay,0
Jun-2025,Day Pass without SAF,F7 Double Bay,0
Jun-2025,Day Pass without SAF,F8 Cockatoo Island,0
Jun-2025,Day Pass without SAF,F9 Watsons Bay,0
Jun-2025,Day Pass without SAF,MFF Manly Fast Ferry,5
Jun-2025,Employee,118F Newcastle,270
Jun-2025,Employee,F1 Manly,1007
Jun-2025,Employee,F10 Blackwattle Bay,0
Jun-2025,Employee,F2 Taronga Zoo,218
Jun-2025,Employee,F3 Parramatta River,879
Jun-2025,Employee,F4 Pyrmont Bay,871
Jun-2025,Employee,F5 Neutral Bay,162
Jun-2025,Employee,F6 Mosman Bay,167
Jun-2025,Employee,F7 Double Bay,34
Jun-2025,Employee,F8 Cockatoo Island,142
Jun-2025,Employee,F9 Watsons Bay,255
Jun-2025,Employee,MFF Manly Fast Ferry,630
Jun-2025,Free Travel,118F Newcastle,344
Jun-2025,Free Travel,F1 Manly,347
Jun-2025,Free Travel,F10 Blackwattle Bay,0
Jun-2025,Free Travel,F2 Taronga Zoo,98
Jun-2025,Free Travel,F3 Parramatta River,230
Jun-2025,Free Travel,F4 Pyrmont Bay,273
Jun-2025,Free Travel,F5 Neutral Bay,57
Jun-2025,Free Travel,F6 Mosman Bay,114
Jun-2025,Free Travel,F7 Double Bay,11
Jun-2025,Free Travel,F8 Cockatoo Island,61
Jun-2025,Free Travel,F9 Watsons Bay,107
Jun-2025,Free Travel,MFF Manly Fast Ferry,207
Jun-2025,School Student,118F Newcastle,207
Jun-2025,School Student,F1 Manly,1278
Jun-2025,School Student,F10 Blackwattle Bay,0
Jun-2025,School Student,F2 Taronga Zoo,522
Jun-2025,School Student,F3 Parramatta River,2569
Jun-2025,School Student,F4 Pyrmont Bay,1898
Jun-2025,School Student,F5 Neutral Bay,208
Jun-2025,School Student,F6 Mosman Bay,252
Jun-2025,School Student,F7 Double Bay,86
Jun-2025,School Student,F8 Cockatoo Island,647
Jun-2025,School Student,F9 Watsons Bay,463
Jun-2025,School Student,MFF Manly Fast Ferry,1285
Jun-2025,Senior/Pensioner,118F Newcastle,8563
Jun-2025,Senior/Pensioner,F1 Manly,38947
Jun-2025,Senior/Pensioner,F10 Blackwattle Bay,0
Jun-2025,Senior/Pensioner,F2 Taronga Zoo,7374
Jun-2025,Senior/Pensioner,F3 Parramatta River,29633
Jun-2025,Senior/Pensioner,F4 Pyrmont Bay,29926
Jun-2025,Senior/Pensioner,F5 Neutral Bay,7978
Jun-2025,Senior/Pensioner,F6 Mosman Bay,9047
Jun-2025,Senior/Pensioner,F7 Double Bay,3182
Jun-2025,Senior/Pensioner,F8 Cockatoo Island,7258
Jun-2025,Senior/Pensioner,F9 Watsons Bay,15804
Jun-2025,Senior/Pensioner,MFF Manly Fast Ferry,18693
Jun-2025,Sgl Trip Ferry Adult,F1 Manly,3467
Jun-2025,Sgl Trip Ferry Adult,F10 Blackwattle Bay,0
Jun-2025,Sgl Trip Ferry Adult,F2 Taronga Zoo,2700
Jun-2025,Sgl Trip Ferry Adult,F3 Parramatta River,4167
Jun-2025,Sgl Trip Ferry Adult,F4 Pyrmont Bay,3684
Jun-2025,Sgl Trip Ferry Adult,F5 Neutral Bay,217
Jun-2025,Sgl Trip Ferry Adult,F6 Mosman Bay,309
Jun-2025,Sgl Trip Ferry Adult,F7 Double Bay,91
Jun-2025,Sgl Trip Ferry Adult,F8 Cockatoo Island,207
Jun-2025,Sgl Trip Ferry Adult,F9 Watsons Bay,849
Jun-2025,Sgl Trip Ferry Adult,MFF Manly Fast Ferry,1319
Jun-2025,Sgl Trip Ferry Child/Youth,F1 Manly,2228
Jun-2025,Sgl Trip Ferry Child/Youth,F10 Blackwattle Bay,0
Jun-2025,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,1679
Jun-2025,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1531
Jun-2025,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,2894
Jun-2025,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,153
Jun-2025,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,282
Jun-2025,Sgl Trip Ferry Child/Youth,F7 Double Bay,43
Jun-2025,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,154
Jun-2025,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,422
Jun-2025,Sgl Trip Ferry Child/Youth,MFF Manly Fast Ferry,976
Mar-2024,Adult,118F Newcastle,8144
Mar-2024,Adult,F1 Manly,202290
Mar-2024,Adult,F10 Blackwattle Bay,0
Mar-2024,Adult,F2 Taronga Zoo,37194
Mar-2024,Adult,F3 Parramatta River,70591
Mar-2024,Adult,F4 Pyrmont Bay,64203
Mar-2024,Adult,F5 Neutral Bay,11975
Mar-2024,Adult,F6 Mosman Bay,17210
Mar-2024,Adult,F7 Double Bay,4836
Mar-2024,Adult,F8 Cockatoo Island,13788
Mar-2024,Adult,F9 Watsons Bay,42032
Mar-2024,CTP,118F Newcastle,18271
Mar-2024,CTP,F1 Manly,399058
Mar-2024,CTP,F10 Blackwattle Bay,0
Mar-2024,CTP,F2 Taronga Zoo,77993
Mar-2024,CTP,F3 Parramatta River,100381
Mar-2024,CTP,F4 Pyrmont Bay,118129
Mar-2024,CTP,F5 Neutral Bay,24473
Mar-2024,CTP,F6 Mosman Bay,32772
Mar-2024,CTP,F7 Double Bay,12870
Mar-2024,CTP,F8 Cockatoo Island,22768
Mar-2024,CTP,F9 Watsons Bay,88195
Mar-2024,Child/Youth,118F Newcastle,1208
Mar-2024,Child/Youth,F1 Manly,24892
Mar-2024,Child/Youth,F10 Blackwattle Bay,0
Mar-2024,Child/Youth,F2 Taronga Zoo,8764
Mar-2024,Child/Youth,F3 Parramatta River,9616
Mar-2024,Child/Youth,F4 Pyrmont Bay,14725
Mar-2024,Child/Youth,F5 Neutral Bay,731
Mar-2024,Child/Youth,F6 Mosman Bay,1401
Mar-2024,Child/Youth,F7 Double Bay,480
Mar-2024,Child/Youth,F8 Cockatoo Island,3542
Mar-2024,Child/Youth,F9 Watsons Bay,4677
Mar-2024,Concession,118F Newcastle,1016
Mar-2024,Concession,F1 Manly,12321
Mar-2024,Concession,F10 Blackwattle Bay,0
Mar-2024,Concession,F2 Taronga Zoo,1636
Mar-2024,Concession,F3 Parramatta River,3510
Mar-2024,Concession,F4 Pyrmont Bay,2636
Mar-2024,Concession,F5 Neutral Bay,854
Mar-2024,Concession,F6 Mosman Bay,1598
Mar-2024,Concession,F7 Double Bay,119
Mar-2024,Concession,F8 Cockatoo Island,979
Mar-2024,Concession,F9 Watsons Bay,1773
Mar-2024,Day Pass Child/Youth w/o SAF,F1 Manly,4
Mar-2024,Day Pass without SAF,118F Newcastle,3
Mar-2024,Day Pass without SAF,F1 Manly,35
Mar-2024,Day Pass without SAF,F3 Parramatta River,3
Mar-2024,Day Pass without SAF,F4 Pyrmont Bay,1
Mar-2024,Employee,118F Newcastle,302
Mar-2024,Employee,F1 Manly,1748
Mar-2024,Employee,F10 Blackwattle Bay,0
Mar-2024,Employee,F2 Taronga Zoo,196
Mar-2024,Employee,F3 Parramatta River,813
Mar-2024,Employee,F4 Pyrmont Bay,617
Mar-2024,Employee,F5 Neutral Bay,182
Mar-2024,Employee,F6 Mosman Bay,161
Mar-2024,Employee,F7 Double Bay,36
Mar-2024,Employee,F8 Cockatoo Island,152
Mar-2024,Employee,F9 Watsons Bay,246
Mar-2024,Free Travel,118F Newcastle,375
Mar-2024,Free Travel,F1 Manly,624
Mar-2024,Free Travel,F10 Blackwattle Bay,0
Mar-2024,Free Travel,F2 Taronga Zoo,94
Mar-2024,Free Travel,F3 Parramatta River,276
Mar-2024,Free Travel,F4 Pyrmont Bay,207
Mar-2024,Free Travel,F5 Neutral Bay,66
Mar-2024,Free Travel,F6 Mosman Bay,112
Mar-2024,Free Travel,F7 Double Bay,6
Mar-2024,Free Travel,F8 Cockatoo Island,90
Mar-2024,Free Travel,F9 Watsons Bay,115
Mar-2024,School Student,118F Newcastle,533
Mar-2024,School Student,F1 Manly,2388
Mar-2024,School Student,F10 Blackwattle Bay,0
Mar-2024,School Student,F2 Taronga Zoo,586
Mar-2024,School Student,F3 Parramatta River,3560
Mar-2024,School Student,F4 Pyrmont Bay,1982
Mar-2024,School Student,F5 Neutral Bay,141
Mar-2024,School Student,F6 Mosman Bay,160
Mar-2024,School Student,F7 Double Bay,73
Mar-2024,School Student,F8 Cockatoo Island,884
Mar-2024,School Student,F9 Watsons Bay,535
Mar-2024,Senior/Pensioner,118F Newcastle,10177
Mar-2024,Senior/Pensioner,F1 Manly,74485
Mar-2024,Senior/Pensioner,F10 Blackwattle Bay,0
Mar-2024,Senior/Pensioner,F2 Taronga Zoo,9756
Mar-2024,Senior/Pensioner,F3 Parramatta River,36202
Mar-2024,Senior/Pensioner,F4 Pyrmont Bay,29752
Mar-2024,Senior/Pensioner,F5 Neutral Bay,8983
Mar-2024,Senior/Pensioner,F6 Mosman Bay,13968
Mar-2024,Senior/Pensioner,F7 Double Bay,3650
Mar-2024,Senior/Pensioner,F8 Cockatoo Island,9173
